area,bedrooms,bathrooms,floors,age,location_score,distance_to_city,price
2568,2,1,2,16,6,5,7843908.098766992
2157,1,3,2,23,2,22,5848997.40040737
3641,2,2,2,23,5,13,10676100.979440678
2387,5,3,2,24,9,29,7073268.47897892
3420,3,2,1,8,3,14,10181642.99638398
2595,3,1,2,12,3,15,7662853.773355364
2014,1,1,1,21,9,18,5924097.249383901
3098,3,3,1,12,3,29,8844760.887451854
2834,4,2,1,4,4,14,8672134.699074322
1501,4,3,2,27,9,19,4492614.573425288
1533,2,3,1,27,4,3,4475792.731908823
3089,1,2,1,13,5,22,8969973.654400224
2540,5,2,2,29,2,1,7607454.552482724
3303,2,2,2,6,8,23,9998798.496167481
773,1,2,1,24,9,29,1837980.17211655
1455,1,2,2,4,4,24,4187516.154201443
3147,2,1,1,11,3,7,9439008.457858488
2279,2,1,2,2,4,20,6854592.348361473
880,3,1,1,8,7,7,3042319.604476878
1852,5,2,1,9,1,17,5433283.7697544275
978,4,2,2,28,2,29,2215613.716121543
2562,3,2,2,0,5,15,7936927.891594911
1015,1,3,2,13,9,13,3304792.100367587
690,5,1,1,0,6,24,2265300.361522262
1691,5,1,1,9,3,26,4776992.517125037
3168,2,3,2,29,3,15,9008862.343167089
1660,5,3,1,10,7,26,4986645.04895718
2701,5,1,2,27,3,3,8026821.743036444
1911,1,2,1,19,3,25,4987089.962094023
3780,3,1,1,1,7,17,11637466.748798935
771,5,2,2,22,9,16,2456652.4376986017
642,2,1,2,1,9,22,2123201.8353044703
2412,3,1,1,22,3,1,7244983.669439395
1592,2,3,1,23,8,24,4434161.4640520075
2794,5,3,1,27,1,14,7998403.143582852
3832,3,2,1,10,8,3,12064412.410246138
1287,5,2,2,7,2,20,3773337.1764555643
2626,1,1,2,2,4,28,7519005.892450311
2181,3,3,2,8,7,22,6551614.992480847
1122,2,2,1,25,6,4,3349913.6313330135
3072,1,2,1,15,9,24,8969040.536277773
3319,4,2,1,25,8,9,9975086.881837413
1437,2,1,1,15,2,21,3838740.173090234
3901,5,2,2,9,4,1,12268589.000866173
3760,2,2,2,5,1,24,10895945.566382635
1618,4,3,2,19,7,14,4985624.370597988
1116,2,3,1,23,4,13,3042968.3550255243
1531,1,3,2,19,8,15,4662838.404245814
566,2,1,2,19,2,18,1140728.7566068694
690,3,3,2,10,8,16,2359560.884823749
3937,4,3,2,7,2,6,12123030.726480082
3315,2,3,1,19,8,22,9813196.209735043
1020,4,3,1,0,1,16,3045522.0377202984
1489,1,2,2,5,2,11,4498661.301216724
1640,3,1,2,27,5,7,4910407.623283464
2814,5,2,2,7,1,28,8137143.912221222
2134,2,2,2,29,5,9,6182791.407447272
3032,1,1,2,13,5,1,9363322.852989087
3869,4,2,1,2,7,10,12183052.52951948
1687,4,3,2,1,2,29,4801338.443937793
875,1,1,2,21,2,28,1760962.7991735765
1152,2,2,2,0,6,8,3937137.7103131167
3839,5,2,1,10,3,11,11551170.03104733
1048,2,3,1,20,8,5,3349278.4792417022
1597,3,2,1,5,3,29,4398158.34086477
572,2,2,1,7,4,6,1863736.9128110567
2855,3,2,1,6,7,24,8536311.67589221
698,4,1,2,5,1,24,1781802.1152717776
3701,3,1,2,17,1,12,10807268.605253462
2281,5,2,1,11,9,11,7259209.859873641
1071,1,2,1,7,6,7,3487482.3791149245
1290,3,3,1,23,5,7,3874236.935036719
2138,2,1,2,26,2,12,5893383.7920860555
2331,3,1,1,20,2,12,6654381.178507599
2355,4,1,1,18,7,1,7453483.722894032
2010,3,2,1,27,6,24,5578436.204768481
1674,5,3,2,26,8,19,5051539.839127814
3777,3,3,1,23,3,21,10876886.885651598
678,5,2,2,4,3,4,2456196.503480943
2744,2,2,2,18,5,26,7767448.40839147
1234,4,3,2,8,4,19,3693283.2134859343
2636,1,3,2,24,8,26,7568522.958091918
1298,2,1,2,11,6,21,3843598.978595547
1287,2,2,1,14,8,19,3751146.3466357184
3295,1,1,2,22,7,25,9475162.358566528
3754,3,3,2,12,2,11,11199684.561076531
708,3,1,2,23,9,29,1842857.5955671228
992,3,3,1,12,6,9,3142281.092916655
3701,4,3,2,20,6,13,11213696.118507246
3212,2,1,2,20,2,22,9034999.978045482
3584,5,2,2,4,9,19,11203791.583038898
2157,1,1,1,1,1,5,6535859.1624195175
3418,2,1,2,18,6,11,10265231.425074328
1231,3,2,2,7,8,24,3804284.9069357906
1629,1,2,2,13,2,25,4304546.000289122
3946,5,1,2,28,3,3,11762171.633048419
2105,2,3,2,5,7,5,6851334.269838594
3245,2,1,2,24,1,13,9301086.712111816
3670,4,3,2,6,5,14,11265698.885173762
1093,2,2,1,13,6,13,3347316.807138565
3433,2,2,1,5,7,2,10882147.630492685
3399,5,3,1,15,7,2,10718195.727440963
1715,5,1,2,26,3,18,4813487.186217767
824,1,2,1,29,7,28,1747931.198428227
1478,3,3,2,3,1,6,4629622.270563933
2249,5,3,1,6,4,19,6867342.625673408
2350,1,1,1,15,7,10,7135780.567816985
3503,2,3,2,3,7,21,10594618.242872002
1990,1,3,2,6,4,8,6164457.190030274
1393,1,1,2,20,1,5,3881972.582310609
1890,1,2,2,1,8,2,6353435.390449637
3889,1,2,2,22,4,6,11531264.066716928
643,5,2,1,7,2,18,1871232.602548588
883,3,3,2,9,4,29,2336893.722389575
2763,1,3,1,26,8,8,8373072.480011627
3932,4,1,1,1,8,2,12563700.52254797
2871,2,3,2,5,5,23,8528295.857156679
3586,2,3,1,3,2,20,10664585.235615771
716,2,2,1,20,7,4,2298495.177551425
2015,2,3,2,0,3,15,6133259.004619741
3498,2,3,2,5,6,24,10500481.466081467
2730,1,3,1,27,9,20,7885847.505646476
2817,3,1,1,11,5,24,8211043.068429425
3492,4,3,1,26,9,9,10661306.819167001
1990,5,1,2,13,4,24,5863156.563052666
3417,4,2,2,14,9,20,10428948.143030921
2135,5,3,2,23,1,21,5859727.412011777
3014,5,1,1,17,4,6,9169393.871250683
2852,4,2,2,16,1,9,8426273.38716548
1667,1,3,2,8,9,13,5406555.750260221
610,2,1,1,14,8,5,2111840.839299095
1513,1,1,1,17,8,14,4605732.1498297695
731,2,2,1,23,7,14,2091419.7087913891
2214,3,3,2,20,9,18,6705561.034085752
2255,5,3,2,17,3,7,6885862.293192346
3142,4,3,2,4,7,6,10087972.376311202
2077,3,1,2,15,6,27,5960794.479992769
1796,2,3,2,8,5,12,5487377.267839722
2720,1,1,2,21,9,14,8083292.401042478
1472,4,1,2,2,4,19,4422926.329939345
1530,5,2,1,11,3,16,4540877.837331223
3726,3,1,2,23,3,24,10606972.511269847
3093,5,2,2,13,2,19,8940728.994545104
3095,2,2,1,0,1,10,9319173.073612332
1017,5,3,1,8,3,11,3168947.3757266416
1413,1,2,1,8,8,4,4628150.166553252
2762,3,3,1,19,6,25,7949875.654950414
2681,3,2,2,12,2,29,7510798.943499792
2832,1,1,2,7,8,20,8571355.82264129
3697,5,3,1,10,5,2,11459090.447302539
2444,1,1,1,29,4,9,6999539.451953589
1962,4,3,2,13,1,10,5848314.391493977
2372,1,1,1,15,1,8,6813596.715695142
3233,5,2,1,10,4,4,9943662.605982859
3723,1,3,2,18,9,13,11292799.98409937
2878,2,3,1,28,6,27,8045666.824316009
3954,1,3,2,21,1,6,11620703.66842726
3686,1,2,1,9,8,6,11492014.003269786
3441,5,1,2,25,9,27,10263117.512306826
1807,4,2,1,7,2,2,5678517.93902434
1398,4,2,2,10,6,9,4496335.247719037
1598,5,2,2,24,7,6,5081517.771606815
1689,5,1,1,7,1,5,5142526.330044316
1712,5,2,1,24,5,2,5323861.442040533
2625,2,3,1,19,5,29,7457388.80401157
3494,3,2,1,9,3,14,10396677.126002144
1187,1,1,1,16,2,10,3219394.17818149
2568,5,3,2,22,1,15,7309532.91672893
1065,5,1,2,10,6,17,3357318.4330979977
1707,5,2,2,11,7,7,5531125.186353578
2394,4,1,2,9,2,20,6896852.223490867
3793,5,3,1,19,2,11,11176642.293408098
1326,1,1,2,16,5,13,3895531.0272117676
1851,5,3,2,2,5,23,5699930.575565878
2726,1,3,2,6,3,21,8031188.44653134
2311,2,2,1,26,3,17,6408813.211237293
3683,3,2,1,2,1,5,11181381.572080579
1582,4,3,2,16,3,12,4736968.493286076
1850,1,1,1,22,9,4,5792083.908497327
3452,2,3,2,7,2,1,10660930.258029178
2144,3,2,1,20,1,10,6057843.502070249
3216,3,1,1,21,9,2,10028794.964750158
690,3,3,1,29,5,13,1737050.631438457
1723,1,2,2,18,8,13,5246164.048555956
1835,2,3,1,13,4,25,4995127.346842078
1207,5,3,2,4,8,12,4171352.469364111
3606,2,3,1,18,5,1,10975071.302807542
878,2,1,2,12,6,10,2773016.969815372
886,2,2,2,17,6,20,2529361.983222905
2784,1,2,2,29,6,24,7694899.695512414
1115,1,3,2,22,2,5,3182544.3653345476
2042,1,3,2,25,9,10,6242823.650046165
2830,2,3,2,10,7,7,8895710.395111604
2548,1,1,1,22,3,15,7145100.969866713
2254,3,2,2,11,2,27,6333003.919346634
963,1,3,1,7,4,18,2749751.493395909
3801,4,2,2,11,8,20,11538427.686292147
1466,1,3,2,0,9,4,5138019.279528464
671,1,2,1,17,2,1,1943640.8786898456
3658,1,3,2,1,6,28,10842144.879824806
1646,1,1,1,11,8,8,5076485.551196397
1342,4,3,2,18,3,11,4004235.063886658
1821,5,3,1,22,9,3,5920249.744415451
2408,1,3,1,6,4,28,6736575.755303777
1189,3,3,2,6,5,29,3397907.1517777634
3122,4,3,1,0,7,12,9877868.146881135
2007,5,2,1,17,5,13,5988125.263139458
2712,1,2,2,7,4,20,7933336.375725955
2524,5,1,2,24,4,18,7330370.41339559
2222,3,3,2,9,5,12,6777422.176802615
882,4,2,1,28,3,10,2318622.1107948916
2756,4,2,1,22,9,21,8254731.749768332
1912,5,3,1,28,2,28,4919437.010215657
2083,1,3,2,0,7,21,6525346.218090537
2771,2,1,2,14,4,15,8191030.056228001
2550,4,1,1,14,8,3,8210548.428107593
871,2,2,2,27,7,24,2201862.387330707
2210,4,1,2,3,8,15,7141046.595994123
1969,1,2,2,9,4,17,5778425.86893159
1110,1,1,2,7,2,29,2750792.252838967
615,4,3,2,13,7,16,1988611.0830182692
3841,5,1,1,12,9,2,12196004.276206544
946,1,2,1,20,6,1,2949529.9201351763
1891,1,1,2,16,7,22,5417329.070615207
3824,3,2,2,6,6,4,11968883.492680477
1840,1,2,1,5,2,26,5147077.75345511
914,3,1,1,8,9,17,3072753.347435254
3666,1,1,1,19,5,7,10953883.640953604
2308,1,2,1,19,3,25,6276712.472037638
3439,5,3,1,7,4,5,10716172.284668915
1547,5,1,2,13,4,23,4519071.557401876
3210,1,2,1,29,9,4,9755169.56989879
2373,4,3,1,19,5,20,6785708.669966239
1573,4,2,1,2,2,20,4741398.218946764
1217,1,1,1,22,6,29,3024448.9405285707
1858,4,2,2,12,7,5,6041593.544085108
3650,1,2,2,20,8,8,11109988.450448029
2105,5,2,1,8,5,20,6358247.116500962
3598,2,1,1,20,8,23,10538947.964512914
2818,3,3,2,8,8,9,8874117.511965174
1061,4,3,1,21,4,6,3159977.2814856144
3351,4,3,1,21,7,4,10438731.291532695
2794,5,3,2,10,9,5,9070976.246967845
886,4,1,2,5,4,8,3003248.870701521
1201,1,2,1,22,9,20,3457248.613256238
3106,1,3,1,11,4,13,9117168.594081867
1472,2,3,2,26,1,4,4072994.8763544997
1884,2,1,2,3,4,7,5866612.403253389
1483,2,2,2,3,2,22,4254794.288706106
2011,1,2,1,24,6,1,6085306.747846319
851,2,3,1,27,8,9,2614329.1549535193
2224,2,3,1,22,6,29,6142691.015312284
2451,1,2,2,26,9,5,7559120.3176438045
1779,5,1,1,25,6,10,5273684.635112586
3793,4,2,2,21,7,11,11489379.590166911
2407,3,2,1,16,5,18,7066518.642095458
1252,1,3,2,6,8,5,4276074.774697558
3328,1,1,1,5,2,24,9545348.294278806
1524,3,1,2,27,2,22,3884215.172067098
1045,3,1,2,19,8,24,3014097.780448114
1969,2,3,2,28,6,21,5514237.5392279215
578,3,1,2,7,2,4,1888342.9332129094
1759,4,1,1,6,6,26,5213479.397903015
2881,4,3,2,7,8,19,8984760.682234317
1388,4,2,1,8,6,16,4329982.849344623
3920,4,1,1,0,9,2,12555064.188031776
3669,4,2,2,2,6,15,11393324.387759063
1605,2,1,2,17,3,9,4702047.950526255
3049,1,2,1,18,9,17,9125517.124133343
2490,3,2,1,26,5,26,6926245.328874998
2000,1,3,1,10,6,2,6445172.286495879
3312,3,3,1,15,4,22,9632707.460316053
1420,2,1,1,17,3,29,3572991.801964387
1049,2,1,1,26,5,6,3010153.268948776
2561,5,3,1,5,3,28,7619048.954913197
891,5,1,2,24,2,1,2677153.654038702
3918,2,1,1,1,6,8,12091983.456933215
2857,2,3,1,3,8,11,8961188.862827523
2933,3,2,2,4,3,20,8701779.739809012
3780,2,1,1,20,6,23,10952652.251899147
1880,1,3,1,13,9,26,5570391.732245987
1473,3,1,2,0,1,15,4374815.224697326
3665,2,1,1,28,3,9,10592982.996966029
3664,3,3,1,21,2,2,10951578.298130315
839,3,3,2,13,8,7,2969879.010854584
3144,4,1,2,20,9,17,9608135.63021396
1256,5,1,1,12,6,3,4145936.7153750975
1545,3,2,2,21,3,4,4708998.731331914
2838,3,2,2,15,8,3,9057264.021012673
2853,4,3,1,29,7,8,8649814.002537847
3181,2,1,2,3,2,11,9515815.60707587
3699,3,3,2,28,7,28,10639773.537206173
3172,4,3,1,26,1,16,8959355.09391035
1438,1,1,1,5,8,28,4151444.4148879577
3844,4,2,2,8,5,14,11698113.268553557
1347,5,3,2,0,9,23,4509122.331000063
941,5,3,1,21,3,19,2499830.113786844
3050,2,1,1,16,7,23,8916508.138917152
629,2,2,2,27,8,2,2138409.7785352604
3703,5,2,1,22,1,12,10827167.902343582
1096,5,1,1,3,6,11,3712051.1280832
2458,3,3,2,5,2,16,7329941.394949909
2005,5,1,2,15,8,11,6340292.038426832
1361,2,1,1,6,6,3,4492733.531658637
3961,5,2,1,28,3,23,11357290.709231047
3140,2,3,2,26,4,10,9265525.48658504
1498,1,3,1,4,7,29,4295815.217410234
2872,5,2,2,8,9,5,9346933.370893037
3640,2,3,1,23,2,28,10085597.859347632
2995,4,3,1,18,9,13,9186861.501288276
2051,3,1,1,0,6,25,6225427.494345244
3366,2,1,2,26,2,24,9390526.966546219
2140,5,1,2,29,8,6,6600172.283982049
3736,5,3,1,25,4,28,10645034.917637112
2011,1,3,1,7,8,20,6114153.916227731
2236,4,3,2,19,7,3,7024858.170042348
3256,2,3,2,22,7,22,9592586.374006271
1949,4,2,1,3,7,9,6327934.657750865
2357,1,2,2,22,2,21,6424519.023450027
764,3,3,2,29,8,28,1906946.1139049933
3159,4,1,1,16,2,7,9289719.204336215
3913,1,1,1,0,3,23,11494871.128439927
3379,2,2,2,1,7,7,10678561.339246357
3849,3,2,2,20,7,25,11274264.084753854
3221,5,3,1,26,7,2,10069436.704878408
1962,1,3,2,13,4,8,5865525.277524123
656,5,3,1,25,5,18,1771802.530420357
1945,3,3,1,21,7,27,5458353.269652331
2798,1,3,2,1,8,1,9142687.460712746
3425,1,1,1,0,3,28,9849764.348310256
2132,3,1,1,24,6,10,6352956.5906013725
3077,2,3,1,12,9,6,9718417.263065908
2874,1,1,1,22,5,18,8120329.866524332
3508,3,3,1,7,4,13,10626037.922479525
1394,4,3,2,29,9,21,4050935.7864386947
2644,5,2,1,21,4,1,8109105.177259067
1012,1,1,1,28,3,23,2147593.106389641
715,4,1,1,8,7,29,2089894.658581883
3703,1,2,2,23,5,1,11115918.11148318
3831,2,1,1,19,1,12,11041088.553125001
2672,3,2,1,20,8,28,7681895.689827721
3653,1,1,1,1,1,8,10916504.656393507
3854,3,3,1,16,9,28,11446374.345005563
2206,1,2,2,29,1,21,5768753.454140572
2606,2,3,2,5,4,5,8213287.842951928
2067,2,3,1,2,4,3,6590926.238216806
2708,4,1,2,26,9,18,8173719.724692802
2831,2,2,2,19,1,6,8202178.371603988
2653,3,3,2,29,9,4,8288532.2433513645
1628,2,3,1,16,4,15,4748250.0564366225
727,1,2,1,5,7,29,2050714.3125629756
2865,2,1,1,7,9,26,8711752.850066021
1987,3,3,1,13,7,28,5644228.296822476
1301,1,1,1,9,2,4,3779186.2693725913
2122,4,2,1,19,6,6,6558844.820123736
2405,4,1,2,9,6,18,7210356.358692314
3421,4,2,2,14,3,18,9983082.022609236
971,1,1,2,7,4,29,2476411.6299548047
1579,4,1,2,10,6,26,4592353.596052694
3172,2,3,2,15,6,10,9565125.667490482
2560,1,1,1,25,1,13,7013823.479071058
1541,1,3,1,2,8,20,4860448.262762862
3241,1,2,2,14,9,22,9736989.914056828
3520,5,2,1,12,2,18,10396997.568969147
2660,3,3,1,10,4,7,8141430.937476225
728,5,1,1,13,6,27,2049071.3574039198
670,5,2,1,6,2,8,2271001.8416001103
794,5,2,1,18,7,25,2246683.798084627
688,3,2,2,14,6,6,2320900.440966783
925,5,3,2,5,8,2,3603132.65015141
1476,4,2,2,19,7,22,4265596.506394253
1602,1,2,1,21,1,8,4388715.18932752
3205,1,2,1,6,5,10,9775662.465762254
1418,2,2,1,23,6,17,4006673.8395826467
3753,4,3,1,13,7,27,11168753.6281854
998,3,3,2,21,4,22,2542902.2418822767
2321,1,1,1,3,9,12,7387765.3190064635
3309,5,2,2,8,1,11,9924557.292908862
1365,2,3,2,6,3,17,4018766.101006447
1325,2,1,2,24,2,16,3408586.0433006566
2358,1,1,2,14,2,22,6619546.942301779
2618,4,2,1,2,1,10,7867733.571052288
2795,2,1,1,4,3,20,8179876.919812022
645,1,3,2,16,5,3,2044039.6684245204
2141,4,1,1,26,6,19,6166299.388684274
1819,1,1,1,27,8,4,5503431.068638086
3129,1,3,1,23,4,19,8857034.77485635
969,4,1,2,0,1,9,3065980.014281492
692,4,1,2,0,9,20,2474621.6506506177
1591,4,1,2,29,3,17,4329721.813615586
3041,1,1,2,15,8,4,9544489.551000563
551,2,2,2,22,4,17,1241573.9557504912
3429,3,2,2,13,3,26,9947036.767411172
2910,3,3,2,10,3,26,8471117.277545841
2320,1,1,1,13,4,3,7008524.832461685
3464,1,3,2,7,4,20,10287662.733995246
3021,2,2,1,18,7,4,9305236.860354846
2369,4,1,2,1,2,9,7309860.847885147
3068,1,1,1,22,8,6,9269691.125235647
2286,5,2,1,9,2,19,6728043.738749422
1954,4,1,1,4,1,7,5920674.732827529
2367,1,1,1,14,8,27,6875887.242450931
3869,5,2,2,0,4,16,11833970.568743017
3238,2,3,2,1,6,15,10113473.593506334
3769,5,3,2,18,1,16,10980113.210689925
3699,1,1,2,21,3,14,10838552.716565138
3079,3,2,2,29,7,4,9319372.925726922
2507,1,3,2,16,7,23,7374896.717954762
1934,3,3,2,14,8,2,6401352.874981853
1339,2,1,2,23,2,7,3741081.397707346
3636,2,3,2,17,7,24,10784221.286656829
740,4,2,2,20,4,28,1709906.7707799475
3940,4,3,2,7,6,7,12233553.39092901
1035,3,2,1,28,4,6,2927580.188988774
1907,3,2,1,20,9,20,5739666.880754903
582,2,1,1,28,1,29,671837.162965965
1481,5,3,1,13,1,9,4422318.220283808
1450,3,1,1,7,5,17,4289361.524119313
1110,3,3,2,29,5,21,2907489.8965228386
1073,5,1,2,21,8,11,3422463.8669448625
2833,4,1,1,22,7,16,8428206.136767052
1488,4,1,2,7,3,1,4824872.333971742
958,3,3,1,18,8,27,2631885.83826953
3783,4,1,2,12,4,26,11056345.582566466
2673,4,2,2,27,3,27,7327752.2745337365
3984,4,3,1,29,2,16,11488226.863867626
2022,2,2,1,4,9,17,6437818.533690258
2972,1,1,1,9,7,6,9206277.285186253
3101,3,1,2,6,5,22,9247798.397275684
3157,3,2,1,8,9,11,9953296.075197725
2484,2,1,2,13,3,7,7484332.708545844
2066,1,3,2,5,6,16,6415737.699528596
3729,1,2,2,9,8,26,11094676.220567796
2659,2,3,2,0,9,29,8089109.3938052915
2949,5,3,1,10,4,25,8730082.159160877
621,5,3,1,7,1,22,1702091.6608984622
772,1,1,1,5,8,2,2849540.80390887
1817,5,1,1,16,3,20,5158538.108109664
897,5,2,2,3,6,13,3195996.6924479483
3018,5,2,1,5,4,13,9205063.553615296
1484,1,3,1,28,6,15,4101948.9263432585
1730,5,1,1,14,3,15,5033212.615682798
1633,3,1,1,9,7,9,5205429.338717311
1801,1,1,2,16,2,18,4984813.305468275
2410,2,2,2,9,5,14,7227798.835339386
3116,5,1,2,4,3,23,9314652.234978108
2005,4,3,2,18,5,14,5983398.481052665
3685,1,3,1,6,3,4,11247053.591014177
2416,2,3,2,28,9,14,7123977.885132715
3444,3,1,1,23,8,10,10299577.441347463
1319,2,3,1,18,2,11,3684441.360769574
3400,5,3,1,9,8,22,10473390.809076058
3257,4,2,1,18,8,1,10298875.519981008
2456,5,2,2,29,3,27,6633526.322680913
2868,2,1,2,10,5,14,8669446.217924839
678,1,1,1,2,2,8,2080311.3650078836
1396,4,1,2,29,6,6,4209900.48963582
2766,4,1,2,10,2,11,8387306.933644607
3336,2,1,1,5,4,14,9976775.850360809
2472,5,2,1,5,3,7,7749679.454411328
2051,2,2,2,14,1,29,5459924.0785071
991,4,2,1,2,8,22,3324318.252203916
560,2,3,2,21,8,7,1932442.0475987305
1577,4,3,1,24,1,21,4100040.4845726565
2203,5,2,1,10,6,19,6671276.426744427
3085,1,2,1,7,1,22,8796634.925739367
3395,1,1,1,26,9,10,10125403.421700202
3535,2,2,2,28,1,25,9584484.327841511
564,4,1,2,28,3,22,1167799.5101599256
1085,1,2,2,22,9,9,3466592.1149340244
2227,4,1,2,22,1,18,6171064.480722342
2718,5,2,1,7,2,27,7864534.542176075
3844,2,1,1,22,4,17,11155284.477541773
1034,4,3,2,28,7,13,3079572.5533759315
3962,2,3,2,15,8,4,12228759.942062013
3240,4,1,2,2,1,21,9552322.181178056
3898,4,1,2,7,1,26,11271094.603083517
2655,5,3,2,7,5,7,8520513.459737832
2370,2,2,1,12,8,8,7462955.484077667
3733,3,1,2,0,1,16,11162152.493956324
3361,4,2,2,9,3,12,10227380.530525152
1504,4,3,1,4,6,1,5162550.010538084
2999,1,3,1,29,1,6,8616627.253645368
1729,2,1,2,4,3,1,5450838.511485115
3137,3,2,2,16,1,8,9245371.265418814
1539,5,3,2,21,4,12,4664001.614066953
826,3,2,1,13,9,16,2636573.9258156675
1107,5,3,2,5,5,1,3948363.372388455
3206,3,1,2,13,3,4,9752273.215507882
501,3,2,1,11,7,19,1574634.3135197377
1533,2,2,1,19,6,18,4357036.027382345
2981,1,1,1,21,9,8,9145851.13822624
624,3,1,1,29,4,6,1592109.536392168
1604,4,1,2,21,4,13,4668037.963773722
3032,4,1,1,0,9,28,9263057.244197357
3199,4,3,1,4,2,20,9394782.432540365
2361,1,2,1,17,2,3,6923077.948823813
1673,3,3,2,13,9,15,5318192.445780952
3347,5,1,1,6,7,6,10516216.979235591
3420,5,3,2,28,5,6,10382073.551230222
3911,2,3,1,24,5,5,11716541.857699318
628,1,2,2,14,9,19,1963764.7998152
937,3,2,2,8,5,27,2611633.991901019
1250,4,2,2,29,9,10,3884460.2530276403
3048,1,1,1,14,8,9,9347490.320637431
3629,1,1,2,26,6,14,10572224.696937934
1721,3,2,1,15,5,22,4799869.855649788
2758,2,3,1,8,5,5,8476275.941988042
1401,2,2,2,26,5,27,3613623.353384891
2592,2,1,1,6,1,7,7706756.925615961
3668,4,3,2,6,5,17,11311794.448527811
1802,4,1,1,16,3,23,5036093.332082995
3082,3,2,2,10,6,17,9350877.000990383
1933,2,2,1,26,9,9,5802832.882980898
3008,3,3,2,5,3,22,8871081.299694253
890,2,2,1,13,1,23,2154367.447656271
1567,1,1,1,14,8,7,4936270.125431702
526,5,1,2,20,9,1,2095742.7527333568
3341,5,1,1,7,4,2,10373799.936040597
3668,2,3,1,23,5,10,10900989.624892334
3522,3,1,2,26,3,19,10009231.210671604
1047,4,2,2,3,8,8,3757952.035163257
3168,2,3,2,0,3,9,9749068.077147627
1066,2,1,2,5,4,15,3282288.6210160092
1203,4,1,2,25,7,11,3622107.256645905
1742,2,2,1,0,2,24,5036143.793469907
684,1,2,2,20,1,12,1592577.8170626725
3640,4,3,1,4,4,22,10827642.192104712
3701,1,1,1,18,8,18,10959657.958033383
2090,5,1,1,4,1,2,6529643.330079157
2413,4,2,1,21,3,29,6523299.55575116
1347,4,3,1,4,4,28,3819488.873256139
1098,3,2,2,16,4,15,3197673.636412385
1305,3,2,2,27,3,10,3600255.404653304
1857,4,3,2,11,3,7,5798150.313626361
3725,5,1,2,6,7,9,11610289.97365239
2626,2,1,2,14,8,22,7775817.178614506
3126,3,1,2,18,4,17,9169446.261087075
2378,5,3,1,22,8,14,7289535.178566205
2960,5,3,2,20,8,9,9151236.655393692
1045,3,3,2,12,6,7,3473193.822455651
2132,2,3,2,11,1,15,6211900.890500981
2716,3,3,2,18,7,3,8513304.26341518
3228,5,2,2,12,7,2,10245876.421677977
3130,1,1,1,26,5,3,9317076.612644302
3062,3,3,1,5,6,2,9707327.20666021
3885,5,1,1,0,9,13,12307824.35487887
2579,3,3,2,5,3,27,7477413.213558834
2834,5,1,2,12,4,26,8198925.795957678
3141,2,2,2,12,9,13,9699368.693660421
3614,5,1,1,12,2,2,10899440.054945735
2426,4,1,1,19,9,20,7337569.814234214
1116,1,3,2,3,5,22,3341352.077602029
3572,5,1,2,4,3,19,10742840.969485676
2817,3,2,1,12,8,9,8766230.393073842
1703,3,2,1,8,9,5,5743026.085239809
2259,5,2,1,16,1,21,6383114.071741781
3065,4,3,2,2,5,7,9739361.921279835
3674,5,3,1,26,9,25,10906454.763679927
3581,2,3,2,19,2,13,10436184.874551637
3130,4,3,2,17,1,1,9453804.540333085
3661,5,3,2,24,8,9,11157349.835537752
725,1,2,1,26,6,2,2113679.1896242225
1169,4,1,1,14,2,3,3583701.3551542438
2263,5,2,1,22,3,12,6685606.142109893
1416,1,3,1,0,5,5,4694330.602884541
2673,5,2,2,8,1,26,7656597.255655769
3503,2,1,2,5,2,12,10418039.84856879
3780,3,3,2,17,1,4,11324362.367426783
3668,5,2,2,0,7,21,11368034.445132732
2621,4,2,1,21,7,29,7466890.270721566
1714,5,1,2,6,5,26,5093301.3711192785
2205,5,3,1,9,6,21,6747827.083115453
2342,5,3,2,5,3,12,7175842.301918327
2483,5,1,1,6,2,5,7658804.323527638
555,4,1,2,5,9,14,2219235.8821811327
1219,4,1,2,7,2,14,3669009.286208915
3100,5,1,1,1,1,10,9418875.46655893
2579,3,3,2,8,9,26,7826877.460072371
1073,5,3,1,24,8,10,3358039.8880005525
1166,4,2,2,26,8,5,3797370.113704963
783,2,2,1,8,7,27,2177360.8626013105
2244,5,2,1,6,9,18,7173522.370016416
2734,5,3,1,8,3,27,8014897.713292984
997,5,3,1,16,8,17,3147619.7482809867
1965,5,3,2,2,1,10,6077784.327845559
629,1,2,1,15,1,11,1589525.819922789
1138,5,1,1,15,6,15,3469309.2982819234
3863,4,1,1,1,8,24,11827781.139757173
2661,4,1,1,10,8,19,8121689.700480524
3770,1,1,2,15,1,12,10882074.112449301
2560,5,1,1,14,1,16,7415769.807454867
3842,3,3,2,0,9,23,11976835.762188628
3786,5,2,2,20,9,24,11398513.250425804
2991,4,1,1,16,7,27,8768769.352377836
2994,2,1,1,2,1,12,8913560.843702095
1485,2,1,1,21,2,22,3878158.386750549
1492,3,3,1,21,8,22,4330203.549414305
3262,5,1,2,18,8,27,9560091.267795878
2621,1,2,2,19,5,19,7611070.554834177
3084,5,3,1,6,2,25,8953275.740327632
600,3,3,1,21,3,3,1770912.9513528664
2723,3,3,2,28,5,13,7914246.162152826
926,3,1,2,10,3,21,2483278.1446031327
3688,2,1,1,29,1,22,10219551.589455632
3737,5,1,1,29,6,15,11030942.450587515
